Associated Gene Name	Ensembl Gene ID
Mir6379	ENSMUSG00000098417
Gm27635	ENSMUSG00000087941
AC154540.1	ENSMUSG00000104599
Aqp4	ENSMUSG00000024411
Mir7688	ENSMUSG00000098679
Gm27631	ENSMUSG00000098591
Bcl9l	ENSMUSG00000063382
Gm24013	ENSMUSG00000088352
Gm26133	ENSMUSG00000096198
Grhl1	ENSMUSG00000020656
Socs1	ENSMUSG00000038037
n-R5s194	ENSMUSG00000094830
Gm26181	ENSMUSG00000088312
Gm44485	ENSMUSG00000104809
Mir5134	ENSMUSG00000093270
Gm26444	ENSMUSG00000093815
Timm8b	ENSMUSG00000039016
Gm24924	ENSMUSG00000094306
Gm25820	ENSMUSG00000105448
Ranbp3l	ENSMUSG00000048424
Gm27952	ENSMUSG00000098314
2310030G06Rik	ENSMUSG00000032062
Gm25668	ENSMUSG00000088325
Gm44497	ENSMUSG00000106523
Gm23511	ENSMUSG00000065018
Gm25635	ENSMUSG00000064609
Gm21797	ENSMUSG00000096885
Mir19b-2	ENSMUSG00000065473
Gm22909	ENSMUSG00000094524
Srsy	ENSMUSG00000096819
Klhl36	ENSMUSG00000031828
Gm25883	ENSMUSG00000088406
CR974586.2	ENSMUSG00000095552
Gm25213	ENSMUSG00000076343
Mir3102	ENSMUSG00000093296
Mir466m	ENSMUSG00000092793
Gm10134	ENSMUSG00000063611
Gm22767	ENSMUSG00000088990
Ccer1	ENSMUSG00000047025
Gm8355	ENSMUSG00000093798
Gm25875	ENSMUSG00000077511
Gm25216	ENSMUSG00000077768
Gm10065	ENSMUSG00000059459
Gm23559	ENSMUSG00000088449
Gm23741	ENSMUSG00000075719
Eya4	ENSMUSG00000010461
Gm27542	ENSMUSG00000099244
Gm26301	ENSMUSG00000078006
n-R5s151	ENSMUSG00000065893
Gm24970	ENSMUSG00000093323
Mir6952	ENSMUSG00000098451
Gm24251	ENSMUSG00000087949
Mir1962	ENSMUSG00000088141
Mir291b	ENSMUSG00000078032
Gm23097	ENSMUSG00000065382
Gm22374	ENSMUSG00000077771
Gm25650	ENSMUSG00000065718
Gm25936	ENSMUSG00000094470
Gm24729	ENSMUSG00000088850
Gm26457	ENSMUSG00000105060
Tspan8	ENSMUSG00000034127
Gm27866	ENSMUSG00000098538
n-R5s157	ENSMUSG00000084492
Gm24363	ENSMUSG00000089065
Gm25283	ENSMUSG00000087897
Ero1l	ENSMUSG00000021831
Gm22210	ENSMUSG00000088726
Gm24022	ENSMUSG00000092737
Spryd4	ENSMUSG00000051346
Gm22109	ENSMUSG00000095376
Gm23506	ENSMUSG00000065011
Gm25306	ENSMUSG00000093029
Gm23171	ENSMUSG00000087784
Gal	ENSMUSG00000024907
Gm22417	ENSMUSG00000094960
Gm24669	ENSMUSG00000089561
Gm22755	ENSMUSG00000087768
Gm25110	ENSMUSG00000080334
Gm25054	ENSMUSG00000087995
Gm25985	ENSMUSG00000096021
Gm26139	ENSMUSG00000096444
Gm24609	ENSMUSG00000094236
Mir667	ENSMUSG00000076396
Aldh3b1	ENSMUSG00000024885
Mir1928	ENSMUSG00000087820
Mir16-1	ENSMUSG00000092995
Gm27894	ENSMUSG00000098845
Gm26076	ENSMUSG00000077253
Gm25289	ENSMUSG00000084748
Mir6539	ENSMUSG00000098866
Mir6392	ENSMUSG00000098882
Gm22344	ENSMUSG00000084591
Gm23026	ENSMUSG00000089397
Ormdl2	ENSMUSG00000025353
Gm24752	ENSMUSG00000095246
Gm26084	ENSMUSG00000088528
Gm23185	ENSMUSG00000089314
Pold4	ENSMUSG00000024854
Gm25944	ENSMUSG00000096057
Gm23262	ENSMUSG00000088948
Mir493	ENSMUSG00000077025
Gm10803	ENSMUSG00000075024
AL845457.1	ENSMUSG00000104603
Gm24835	ENSMUSG00000080427
Gm23591	ENSMUSG00000088288
Gm17482	ENSMUSG00000092004
Gm22830	ENSMUSG00000065706
Olfr832	ENSMUSG00000095957
Gm23057	ENSMUSG00000064735
Mir5106	ENSMUSG00000092677
Olfr910	ENSMUSG00000057444
Gm26400	ENSMUSG00000092753
Gm25291	ENSMUSG00000084744
Olfr971	ENSMUSG00000093934
Mir139	ENSMUSG00000065446
Gm22523	ENSMUSG00000089321
Mir449a	ENSMUSG00000065575
Mir672	ENSMUSG00000076286
Gm23984	ENSMUSG00000087764
Gm23266	ENSMUSG00000094154
Gm24141	ENSMUSG00000084725
C2cd2l	ENSMUSG00000032120
Gm23413	ENSMUSG00000093262
Nfatc1	ENSMUSG00000033016
Gm24551	ENSMUSG00000089270
Cmtm6	ENSMUSG00000032434
Gm21732	ENSMUSG00000096379
Gm2784	ENSMUSG00000095229
Gm10577	ENSMUSG00000073789
Gm23688	ENSMUSG00000096392
Gm27647	ENSMUSG00000098365
Gm23404	ENSMUSG00000064477
Sox7	ENSMUSG00000063060
Gm23175	ENSMUSG00000077559
Gm26140	ENSMUSG00000096441
Gm26189	ENSMUSG00000095068
Gm23471	ENSMUSG00000094059
Mir761	ENSMUSG00000076444
Gm26437	ENSMUSG00000064529
Gm25343	ENSMUSG00000088085
Gm23718	ENSMUSG00000087975
Gtpbp1	ENSMUSG00000042535
Gm27701	ENSMUSG00000098966
Gm23963	ENSMUSG00000095951
Snord67	ENSMUSG00000077221
Mir465b-1	ENSMUSG00000094894
Gm22532	ENSMUSG00000089447
Mir223	ENSMUSG00000076066
Gm25219	ENSMUSG00000088170
Mir6912	ENSMUSG00000099283
Gm22816	ENSMUSG00000088075
Gm23335	ENSMUSG00000080671
Ldoc1l	ENSMUSG00000055745
Gm23473	ENSMUSG00000089508
Mir1969	ENSMUSG00000088248
Gm24850	ENSMUSG00000088654
Gm25628	ENSMUSG00000065936
Gm23141	ENSMUSG00000094407
Adgrg3	ENSMUSG00000060470
Gm25391	ENSMUSG00000087967
Mir7091	ENSMUSG00000099226
Gm22877	ENSMUSG00000093192
Gm24146	ENSMUSG00000064694
Mir302a	ENSMUSG00000065552
Mir466q	ENSMUSG00000092990
Gm22092	ENSMUSG00000095805
Gm24518	ENSMUSG00000096677
Mir8111	ENSMUSG00000098823
Gys1	ENSMUSG00000003865
Gm23514	ENSMUSG00000064761
Gm24350	ENSMUSG00000077351
Gm23897	ENSMUSG00000088735
Gm24142	ENSMUSG00000096163
Mir296	ENSMUSG00000065521
Mir18	ENSMUSG00000065403
Gm25158	ENSMUSG00000094067
Mir6943	ENSMUSG00000099058
Plcl2	ENSMUSG00000038910
Gm22308	ENSMUSG00000096124
Gm44361	ENSMUSG00000106130
Gm25095	ENSMUSG00000077235
Gm24576	ENSMUSG00000093249
n-R5s144	ENSMUSG00000096765
Mir6989	ENSMUSG00000099230
Gm25892	ENSMUSG00000096510
Gm22357	ENSMUSG00000064816
n-R5s26	ENSMUSG00000077789
Gm22555	ENSMUSG00000088426
Gm26340	ENSMUSG00000076320
Ces3a	ENSMUSG00000069922
Ralbp1	ENSMUSG00000024096
Gphb5	ENSMUSG00000048982
Gm21411	ENSMUSG00000045699
Pmel	ENSMUSG00000025359
Ctsw	ENSMUSG00000024910
Cep78	ENSMUSG00000041491
Mgmt	ENSMUSG00000054612
Ctla2a	ENSMUSG00000044258
Hsd17b3	ENSMUSG00000033122
Frat1	ENSMUSG00000067199
Gm11037	ENSMUSG00000079039
Csf2ra	ENSMUSG00000059326
Olfr836	ENSMUSG00000059303
Scn11a	ENSMUSG00000034115
Gm9726	ENSMUSG00000094935
Gm21818	ENSMUSG00000095653
Gm21746	ENSMUSG00000094346
Gm4737	ENSMUSG00000048087
Gm9958	ENSMUSG00000054945
Gm6781	ENSMUSG00000035129
Gm16485	ENSMUSG00000078117
Gm10521	ENSMUSG00000073492
Gm16503	ENSMUSG00000078160
n-R5s214	ENSMUSG00000084443
Gm25335	ENSMUSG00000088668
n-R5s76	ENSMUSG00000084649
Gm25534	ENSMUSG00000093106
Gm22075	ENSMUSG00000089224
Dlx6os1	ENSMUSG00000098326
Gm27321	ENSMUSG00000099126
Gm26262	ENSMUSG00000088649
Gm22815	ENSMUSG00000088076
Gm23757	ENSMUSG00000088978
Gm27582	ENSMUSG00000098662
Gm22718	ENSMUSG00000084650
Mir199a-2	ENSMUSG00000070126
Mir1903	ENSMUSG00000084523
Gm27477	ENSMUSG00000098749
n-R5s146	ENSMUSG00000096170
Mir448	ENSMUSG00000065450
Gm25712	ENSMUSG00000089259
Gm23531	ENSMUSG00000077755
Gm44456	ENSMUSG00000105839
Gm24302	ENSMUSG00000095842
Gm24331	ENSMUSG00000092840
Gm25329	ENSMUSG00000088666
Mir3569	ENSMUSG00000098553
Gm25287	ENSMUSG00000095539
Gm24770	ENSMUSG00000089130
Gm25907	ENSMUSG00000089111
Gm23368	ENSMUSG00000093495
Mir6411	ENSMUSG00000099264
Mir7062	ENSMUSG00000099092
Gm24875	ENSMUSG00000089513
Gm44407	ENSMUSG00000105122
Gm24149	ENSMUSG00000064691
Gm22020	ENSMUSG00000077546
Gm27944	ENSMUSG00000099205
Mir1955	ENSMUSG00000088639
Gm24381	ENSMUSG00000084646
Gm23406	ENSMUSG00000064471
Mir7220	ENSMUSG00000098247
Gm24308	ENSMUSG00000094466
Gm27401	ENSMUSG00000098792
Gm22508	ENSMUSG00000064706
Mir8120	ENSMUSG00000098944
Gm22694	ENSMUSG00000092792
Mir292	ENSMUSG00000078041
Gm24478	ENSMUSG00000088064
Snora36b	ENSMUSG00000077571
Mir471	ENSMUSG00000070104
Gm27492	ENSMUSG00000098435
Gm23258	ENSMUSG00000088944
Gm24643	ENSMUSG00000096784
Gm22845	ENSMUSG00000088337
Gm23794	ENSMUSG00000065943
Gm23136	ENSMUSG00000095868
Gm22846	ENSMUSG00000088331
Gm22368	ENSMUSG00000076371
Gm23588	ENSMUSG00000088284
Gm25521	ENSMUSG00000089018
Gm23821	ENSMUSG00000089363
Mir378a	ENSMUSG00000105200
Olfr1279	ENSMUSG00000068646
Olfr1309	ENSMUSG00000074951
Olfr1316	ENSMUSG00000074943
Olfr730	ENSMUSG00000050431
Serpinb10	ENSMUSG00000102843
Sgsm3	ENSMUSG00000103565
Gm26776	ENSMUSG00000097770
Gm26565	ENSMUSG00000097774
AA543186	ENSMUSG00000097345
Gm26702	ENSMUSG00000097872
Gm26603	ENSMUSG00000097857
Gm26794	ENSMUSG00000097837
Gm17250	ENSMUSG00000097235
Gm10822	ENSMUSG00000097377
Gm26755	ENSMUSG00000097843
A330069E16Rik	ENSMUSG00000097868
Gm17281	ENSMUSG00000097317
Gm26899	ENSMUSG00000097799
Gm26697	ENSMUSG00000097458
Gm26681	ENSMUSG00000097818
Gm26841	ENSMUSG00000097722
Gm26883	ENSMUSG00000096972
A630075F10Rik	ENSMUSG00000097065
Gm17619	ENSMUSG00000097514
Gm26869	ENSMUSG00000097879
Gm26734	ENSMUSG00000097460
Gm26848	ENSMUSG00000097723
Gm2885	ENSMUSG00000097103
Gm16702	ENSMUSG00000097796
6530411M01Rik	ENSMUSG00000097049
4732491K20Rik	ENSMUSG00000097350
Gm5091	ENSMUSG00000097624
A930024N18Rik	ENSMUSG00000097566
Gm26873	ENSMUSG00000097379
Gm26753	ENSMUSG00000097759
9330136K24Rik	ENSMUSG00000097781
Gm16386	ENSMUSG00000096975
Gm26695	ENSMUSG00000097517
9530082P21Rik	ENSMUSG00000097006
Gm26694	ENSMUSG00000097518
1700022N22Rik	ENSMUSG00000097523
Gm26724	ENSMUSG00000097090
Gm26885	ENSMUSG00000097125
Gm17276	ENSMUSG00000097305
Gm26549	ENSMUSG00000097217
Gm26858	ENSMUSG00000097861
B230354K17Rik	ENSMUSG00000097119
F630040K05Rik	ENSMUSG00000097727
Gm26785	ENSMUSG00000097390
Gm26904	ENSMUSG00000097560
Gm26547	ENSMUSG00000097095
Gm16712	ENSMUSG00000097077
5031415H12Rik	ENSMUSG00000097282
Gm26561	ENSMUSG00000097625
Gm26749	ENSMUSG00000097546
Gm26637	ENSMUSG00000097567
Gm17315	ENSMUSG00000097791
C430042M11Rik	ENSMUSG00000097254
1110020A21Rik	ENSMUSG00000097047
Gm26612	ENSMUSG00000097676
Gm26870	ENSMUSG00000097312
Gm26733	ENSMUSG00000097469
Gm26521	ENSMUSG00000097422
Gm26592	ENSMUSG00000097535
Gm16853	ENSMUSG00000097665
Gm26511	ENSMUSG00000097155
Gm16845	ENSMUSG00000096981
Gm17508	ENSMUSG00000097701
Gm26662	ENSMUSG00000097355
Gm17540	ENSMUSG00000097205
Gm26737	ENSMUSG00000097467
Gm10687	ENSMUSG00000097617
4833428L15Rik	ENSMUSG00000097074
4930448E22Rik	ENSMUSG00000097463
Gm26868	ENSMUSG00000097870
2700012I20Rik	ENSMUSG00000097334
Gm26631	ENSMUSG00000097445
4930461G14Rik	ENSMUSG00000097651
B930082K07Rik	ENSMUSG00000097734
Gm26609	ENSMUSG00000097672
1110036E04Rik	ENSMUSG00000097036
B230323A14Rik	ENSMUSG00000097623
Gm26849	ENSMUSG00000097720
4933433G15Rik	ENSMUSG00000097021
C920006O11Rik	ENSMUSG00000097574
Gm26882	ENSMUSG00000096976
Gm26767	ENSMUSG00000097258
Gm26846	ENSMUSG00000097524
Gm26614	ENSMUSG00000097240
Gm17399	ENSMUSG00000097402
4930516B21Rik	ENSMUSG00000097504
Gm2449	ENSMUSG00000097223
Gm26797	ENSMUSG00000097572
9530059O14Rik	ENSMUSG00000097736
A530083I20Rik	ENSMUSG00000097322
D930007P13Rik	ENSMUSG00000097003
Gm2093	ENSMUSG00000097662
4930556M19Rik	ENSMUSG00000097058
4930556M19Rik	ENSMUSG00000096971
Gm2824	ENSMUSG00000097452
Gm26766	ENSMUSG00000097259
Gm8705	ENSMUSG00000097376
Gm26863	ENSMUSG00000097645
Gm26704	ENSMUSG00000097875
Gm26854	ENSMUSG00000097232
Gm17473	ENSMUSG00000097805
2310069G16Rik	ENSMUSG00000097102
Gm26684	ENSMUSG00000097286
1700109K24Rik	ENSMUSG00000097267
Gm17638	ENSMUSG00000097057
Gm26634	ENSMUSG00000097085
Gm26884	ENSMUSG00000097128
Gm17597	ENSMUSG00000097613
AW121686	ENSMUSG00000097301
AU022754	ENSMUSG00000097209
Gm26798	ENSMUSG00000097578
Gm26760	ENSMUSG00000097068
4833422M21Rik	ENSMUSG00000097619
B130046B21Rik	ENSMUSG00000097414
4930578M01Rik	ENSMUSG00000097587
5330439K02Rik	ENSMUSG00000097827
C330013E15Rik	ENSMUSG00000097093
A330009N23Rik	ENSMUSG00000097915
Gm9918	ENSMUSG00000097050
Gm26518	ENSMUSG00000097234
Gm26809	ENSMUSG00000097815
Gm26719	ENSMUSG00000097364
Gm26699	ENSMUSG00000097206
Gm26625	ENSMUSG00000097138
Gm26677	ENSMUSG00000097598
Gm26799	ENSMUSG00000097579
Gm26656	ENSMUSG00000096931
Gm26540	ENSMUSG00000097505
Gm10489	ENSMUSG00000097444
Gm26593	ENSMUSG00000097824
Gm26818	ENSMUSG00000097037
2310010G23Rik	ENSMUSG00000097468
9530027J09Rik	ENSMUSG00000097197
Fmr1os	ENSMUSG00000096946
Gm26775	ENSMUSG00000096919
Gm26617	ENSMUSG00000097340
Gm26851	ENSMUSG00000096978
Gm6225	ENSMUSG00000097746
Gm26865	ENSMUSG00000097641
Gm10556	ENSMUSG00000097043
Gm26682	ENSMUSG00000097888
4930563E18Rik	ENSMUSG00000097387
1010001N08Rik	ENSMUSG00000097222
Gm6277	ENSMUSG00000097440
Gm26658	ENSMUSG00000096934
Gm26533	ENSMUSG00000097748
Gm26823	ENSMUSG00000096926
Gm26717	ENSMUSG00000097363
A830052D11Rik	ENSMUSG00000097413
4930455D15Rik	ENSMUSG00000097553
2310026I22Rik	ENSMUSG00000097710
2010110K18Rik	ENSMUSG00000097755
Gm26538	ENSMUSG00000097507
1700086O06Rik	ENSMUSG00000097080
Redrum	ENSMUSG00000096982
Gm26742	ENSMUSG00000097707
Gm4221	ENSMUSG00000096948
Gm26507	ENSMUSG00000097618
Raxos1	ENSMUSG00000097907
Gm26910	ENSMUSG00000097835
Gm10532	ENSMUSG00000097712
A330094K24Rik	ENSMUSG00000097666
4930445N18Rik	ENSMUSG00000097738
Gm26825	ENSMUSG00000097554
4831440E17Rik	ENSMUSG00000097236
Gm26894	ENSMUSG00000097453
Gm26582	ENSMUSG00000097479
4932430I15Rik	ENSMUSG00000097135
Gm26808	ENSMUSG00000097489
Gm26718	ENSMUSG00000097367
Gm26711	ENSMUSG00000097904
Gm26515	ENSMUSG00000097152
Gm26745	ENSMUSG00000097213
Gm2464	ENSMUSG00000097338
Gm26678	ENSMUSG00000097599
Gm6634	ENSMUSG00000097252
Gm17575	ENSMUSG00000097420
Gm26689	ENSMUSG00000097753
Gm26530	ENSMUSG00000097737
4930455B14Rik	ENSMUSG00000097898
B230110C06Rik	ENSMUSG00000097547
6230400D17Rik	ENSMUSG00000097577
Gm26660	ENSMUSG00000097601
Gm26772	ENSMUSG00000097136
Gm2670	ENSMUSG00000097002
Gm2990	ENSMUSG00000097794
A930038B10Rik	ENSMUSG00000097310
Gm26782	ENSMUSG00000097431
Gm16617	ENSMUSG00000097633
Gm26590	ENSMUSG00000097533
Gm26751	ENSMUSG00000097542
Gm16973	ENSMUSG00000097743
1700039M10Rik	ENSMUSG00000097933
3110083C13Rik	ENSMUSG00000097303
4931440J10Rik	ENSMUSG00000097775
Gm26536	ENSMUSG00000097501
4930480K23Rik	ENSMUSG00000097284
Gm26908	ENSMUSG00000097243
4930444M15Rik	ENSMUSG00000097172
Gm6999	ENSMUSG00000097927
Gm26778	ENSMUSG00000097142
Gm26773	ENSMUSG00000097358
Gm26679	ENSMUSG00000097903
Gm26601	ENSMUSG00000097859
Gpr137b-ps	ENSMUSG00000097715
C530050E15Rik	ENSMUSG00000097838
Gm26735	ENSMUSG00000097461
Gm26514	ENSMUSG00000097151
5033403F01Rik	ENSMUSG00000096932
Gm26877	ENSMUSG00000097373
A330033J07Rik	ENSMUSG00000097622
A330048O09Rik	ENSMUSG00000097326
Fam120aos	ENSMUSG00000097059
Gm26651	ENSMUSG00000097495
4930550C17Rik	ENSMUSG00000097361
1700066J03Rik	ENSMUSG00000097717
4930528D03Rik	ENSMUSG00000097502
Gm16907	ENSMUSG00000097242
Gm26639	ENSMUSG00000097562
Platr2	ENSMUSG00000097066
Gm17514	ENSMUSG00000097118
Gm26754	ENSMUSG00000097849
Gm26715	ENSMUSG00000097659
Gm26806	ENSMUSG00000097483
Gm26819	ENSMUSG00000097033
Gm4211	ENSMUSG00000097146
9330111N05Rik	ENSMUSG00000097098
Gm17259	ENSMUSG00000097793
Gm26527	ENSMUSG00000097582
C430039J16Rik	ENSMUSG00000097932
Gm26619	ENSMUSG00000097346
Gm807	ENSMUSG00000097848
6430562O15Rik	ENSMUSG00000097828
Gm26559	ENSMUSG00000097027
Gm26750	ENSMUSG00000097544
E230013L22Rik	ENSMUSG00000096957
Gm26853	ENSMUSG00000097230
Gm26804	ENSMUSG00000097263
Gm17491	ENSMUSG00000097042
Gm26909	ENSMUSG00000097839
4933416M07Rik	ENSMUSG00000097262
Gm26578	ENSMUSG00000097928
Gm26768	ENSMUSG00000097257
Gm16793	ENSMUSG00000097357
Gm26584	ENSMUSG00000097474
5033428I22Rik	ENSMUSG00000097910
2500002B13Rik	ENSMUSG00000096917
Gm26905	ENSMUSG00000097695
Gm26659	ENSMUSG00000097609
Gm26586	ENSMUSG00000097472
Gm17435	ENSMUSG00000097000
Gm4890	ENSMUSG00000097174
Gm26721	ENSMUSG00000096943
Gm26664	ENSMUSG00000097193
Gm2716	ENSMUSG00000097631
Gm26843	ENSMUSG00000097520
9330175E14Rik	ENSMUSG00000097194
Gm26786	ENSMUSG00000097026
D030068K23Rik	ENSMUSG00000097393
Gm26832	ENSMUSG00000097409
Gm26816	ENSMUSG00000097380
4933417D19Rik	ENSMUSG00000097637
4732419C18Rik	ENSMUSG00000097203
Gm26580	ENSMUSG00000097109
Gm26649	ENSMUSG00000097272
D230017M19Rik	ENSMUSG00000097131
Gm26683	ENSMUSG00000097285
Gm26720	ENSMUSG00000096941
Gm26892	ENSMUSG00000097454
1700037F24Rik	ENSMUSG00000097540
Gm26706	ENSMUSG00000097014
Gm26523	ENSMUSG00000096984
Gm26641	ENSMUSG00000097045
Gm17275	ENSMUSG00000097347
Gm2061	ENSMUSG00000097615
Gm26675	ENSMUSG00000097590
Gm16861	ENSMUSG00000097397
Gm26822	ENSMUSG00000096921
Gm4262	ENSMUSG00000097056
4930509G22Rik	ENSMUSG00000096959
2610020C07Rik	ENSMUSG00000097537
Gm26635	ENSMUSG00000097764
Gm16863	ENSMUSG00000096918
1300002E11Rik	ENSMUSG00000097290
Gm26744	ENSMUSG00000097401
2610020F03Rik	ENSMUSG00000097332
Lppos	ENSMUSG00000097867
A230028O05Rik	ENSMUSG00000096960
Gm26834	ENSMUSG00000097307
Gm26569	ENSMUSG00000097313
4632428C04Rik	ENSMUSG00000097184
Gm26562	ENSMUSG00000097621
1700007L15Rik	ENSMUSG00000097318
Gm26838	ENSMUSG00000097914
D930030I03Rik	ENSMUSG00000097576
Gm26732	ENSMUSG00000097344
Gm16619	ENSMUSG00000097465
G730013B05Rik	ENSMUSG00000097694
Gm16892	ENSMUSG00000097876
Gm17518	ENSMUSG00000097757
2310043M15Rik	ENSMUSG00000097768
Gm7976	ENSMUSG00000097551
Gm26752	ENSMUSG00000097541
Gm26674	ENSMUSG00000097597
4930432B10Rik	ENSMUSG00000097007
B230208H11Rik	ENSMUSG00000097378
Gm26835	ENSMUSG00000097300
Gm10827	ENSMUSG00000096977
Platr6	ENSMUSG00000097107
Gm26564	ENSMUSG00000097274
Gm26535	ENSMUSG00000097742
Gm26824	ENSMUSG00000096924
4930547M16Rik	ENSMUSG00000097890
Gm26860	ENSMUSG00000097008
Gm26543	ENSMUSG00000097884
Gm16998	ENSMUSG00000097069
4930467K11Rik	ENSMUSG00000097370
Gm26789	ENSMUSG00000096991
1110002J07Rik	ENSMUSG00000097134
Gm26576	ENSMUSG00000097921
2810425M01Rik	ENSMUSG00000097811
Gm26710	ENSMUSG00000097013
Gm26541	ENSMUSG00000097889
Gm26896	ENSMUSG00000097718
Platr7	ENSMUSG00000097076
Gm17249	ENSMUSG00000097309
1810014B01Rik	ENSMUSG00000097412
Gm26546	ENSMUSG00000096945
1500026H17Rik	ENSMUSG00000097383
Gm26765	ENSMUSG00000097664
Gm26700	ENSMUSG00000097201
Cep83os	ENSMUSG00000097164
5730420D15Rik	ENSMUSG00000097766
C230021G24Rik	ENSMUSG00000097869
4933440J02Rik	ENSMUSG00000097082
Gm26579	ENSMUSG00000097104
F420014N23Rik	ENSMUSG00000097331
Gm26847	ENSMUSG00000097526
A430046D13Rik	ENSMUSG00000097353
Gm26876	ENSMUSG00000097372
Gm26520	ENSMUSG00000097429
Gm4755	ENSMUSG00000096940
4930511A02Rik	ENSMUSG00000097841
4930519A11Rik	ENSMUSG00000097627
Gm5432	ENSMUSG00000097580
Gm4419	ENSMUSG00000097055
Gdap10	ENSMUSG00000096954
4933406C10Rik	ENSMUSG00000097494
Gm26517	ENSMUSG00000097159
Gm17529	ENSMUSG00000097443
4931403G20Rik	ENSMUSG00000097329
4930426I24Rik	ENSMUSG00000097323
Gm26669	ENSMUSG00000097417
2310015A10Rik	ENSMUSG00000097729
Gm26777	ENSMUSG00000097801
Gm26796	ENSMUSG00000097575
Gm26545	ENSMUSG00000097369
Gm26623	ENSMUSG00000097703
4732463B04Rik	ENSMUSG00000097762
Gm26531	ENSMUSG00000097902
Gm805	ENSMUSG00000097543
4732487G21Rik	ENSMUSG00000097488
Gm26698	ENSMUSG00000097208
Gm26764	ENSMUSG00000097667
Gm26512	ENSMUSG00000097157
4930544I03Rik	ENSMUSG00000097071
Gm26839	ENSMUSG00000097917
Gm26723	ENSMUSG00000096947
A630072L19Rik	ENSMUSG00000097160
D130020L05Rik	ENSMUSG00000097121
4930478K11Rik	ENSMUSG00000097847
Gm16596	ENSMUSG00000097788
Gm26906	ENSMUSG00000097698
4921507G05Rik	ENSMUSG00000097650
Gm26912	ENSMUSG00000097832
A230087F16Rik	ENSMUSG00000097381
Gm10425	ENSMUSG00000097081
2810029C07Rik	ENSMUSG00000096995
Gm26583	ENSMUSG00000097476
Gm17552	ENSMUSG00000097233
Gm10814	ENSMUSG00000097404
Gm26859	ENSMUSG00000097862
C130060C02Rik	ENSMUSG00000097557
C330002G04Rik	ENSMUSG00000097930
D930032P07Rik	ENSMUSG00000097735
A930007I19Rik	ENSMUSG00000097855
2700046G09Rik	ENSMUSG00000097787
Gm26902	ENSMUSG00000097558
A330032B11Rik	ENSMUSG00000097591
Gm27042	ENSMUSG00000097792
E030044B06Rik	ENSMUSG00000097740
Gm26644	ENSMUSG00000097683
4930505N22Rik	ENSMUSG00000097690
Gm26792	ENSMUSG00000096996
Gm26629	ENSMUSG00000097446
Mirt1	ENSMUSG00000097636
4833407H14Rik	ENSMUSG00000097779
4930552P12Rik	ENSMUSG00000097632
B230217O12Rik	ENSMUSG00000097785
Gm26874	ENSMUSG00000097374
Gm26821	ENSMUSG00000097038
Gm26890	ENSMUSG00000097246
Gm26610	ENSMUSG00000097674
Gm26762	ENSMUSG00000097660
Gm26790	ENSMUSG00000096990
Gm26526	ENSMUSG00000096980
Gm26856	ENSMUSG00000097864
6330403N20Rik	ENSMUSG00000097912
Gm26522	ENSMUSG00000097423
Gm26599	ENSMUSG00000097220
Gm26690	ENSMUSG00000097751
1500002F19Rik	ENSMUSG00000097595
5830432E09Rik	ENSMUSG00000097471
Gm26857	ENSMUSG00000097860
Gm26548	ENSMUSG00000097094
Gm26663	ENSMUSG00000097019
Gm26895	ENSMUSG00000097459
4930598A11Rik	ENSMUSG00000097005
Gm6297	ENSMUSG00000097123
Gm26643	ENSMUSG00000097681
Gm26881	ENSMUSG00000096974
Gm26889	ENSMUSG00000097249
Gm26525	ENSMUSG00000096987
Gm26867	ENSMUSG00000097873
Gm26606	ENSMUSG00000097337
Gm26722	ENSMUSG00000096944
Gm26516	ENSMUSG00000097158
Gm26615	ENSMUSG00000097088
2700016F22Rik	ENSMUSG00000097731
Gm26763	ENSMUSG00000097661
Gm26880	ENSMUSG00000096979
Gm26573	ENSMUSG00000096958
C230088H06Rik	ENSMUSG00000097168
Gm26624	ENSMUSG00000097122
Gm26840	ENSMUSG00000097728
Gm26829	ENSMUSG00000097173
2310031A07Rik	ENSMUSG00000097457
Gm26542	ENSMUSG00000097887
9430098F02Rik	ENSMUSG00000097605
Gm26551	ENSMUSG00000097219
Gm26837	ENSMUSG00000097913
Gm26534	ENSMUSG00000097747
Gm26836	ENSMUSG00000097051
Gm26780	ENSMUSG00000097147
2210008F06Rik	ENSMUSG00000097165
Gm26563	ENSMUSG00000097335
2010015M23Rik	ENSMUSG00000096983
Gm26830	ENSMUSG00000097176
2010300F17Rik	ENSMUSG00000097289
Gm26668	ENSMUSG00000097410
Gm26613	ENSMUSG00000097020
B230344G16Rik	ENSMUSG00000097800
Gm26730	ENSMUSG00000097117
Gm26508	ENSMUSG00000097614
Gm26888	ENSMUSG00000097294
Gm16755	ENSMUSG00000097658
Gm17586	ENSMUSG00000097062
1700028P15Rik	ENSMUSG00000086823
Gm15611	ENSMUSG00000084923
Gnai3	ENSMUSG00000000001
Gar1	ENSMUSG00000028010
1700019G24Rik	ENSMUSG00000085416
AK157302	ENSMUSG00000078139
Gstp1	ENSMUSG00000060803
Olfr1234	ENSMUSG00000075090
Bcan	ENSMUSG00000004892
Neat1	ENSMUSG00000092274
Cdh7	ENSMUSG00000026312
Gm4955	ENSMUSG00000037849
Gm7365	ENSMUSG00000093984
4930502E09Rik	ENSMUSG00000086799
Zkscan4	ENSMUSG00000054931
Olfr716	ENSMUSG00000073896
Gm7251	ENSMUSG00000069236
